h_a,xG,xGA,npxG,npxGA,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,ppda.att,ppda.def,ppda_allowed.att,ppda_allowed.def,team_id,team_name,league_name,year
a,0.639599,2.57262,0.639599,2.57262,2,15,1,3,0.2794,l,2019-08-10,0,0,1,0,-1.933021,255,19,147,28,71,Aston Villa,EPL,2019
h,1.65069,1.62777,1.65069,0.866605,12,9,1,2,1.3698,l,2019-08-17,0,0,1,0,0.784085,117,9,268,25,71,Aston Villa,EPL,2019
h,0.855926,1.25668,0.855926,1.25668,6,12,2,0,0.9697,w,2019-08-23,1,0,0,3,-0.40075400000000005,265,20,146,27,71,Aston Villa,EPL,2019
a,0.30354,1.41394,0.30354,1.41394,5,13,0,1,0.4799,l,2019-08-31,0,0,1,0,-1.1104,226,25,216,24,71,Aston Villa,EPL,2019
h,1.40502,0.535279,1.40502,0.535279,4,9,0,0,2.1614999999999998,d,2019-09-16,0,1,0,1,0.869741,213,22,222,22,71,Aston Villa,EPL,2019
a,1.71546,2.53209,1.71546,1.77093,8,12,2,3,0.8444,l,2019-09-22,0,0,1,0,-0.05546999999999991,242,22,182,20,71,Aston Villa,EPL,2019
h,0.914266,1.66919,0.914266,1.66919,3,2,2,2,0.7663,d,2019-09-28,0,1,0,1,-0.7549239999999999,121,20,199,22,71,Aston Villa,EPL,2019
a,3.67827,1.84838,2.76412,1.84838,9,13,5,1,2.472,w,2019-10-05,1,0,0,3,0.9157400000000002,220,25,145,24,71,Aston Villa,EPL,2019
h,2.96692,1.32184,2.96692,1.32184,7,10,2,1,2.4098,w,2019-10-19,1,0,0,3,1.64508,271,18,200,21,71,Aston Villa,EPL,2019
a,0.980145,3.19004,0.980145,3.19004,3,18,0,3,0.2449,l,2019-10-26,0,0,1,0,-2.2098950000000004,267,10,194,24,71,Aston Villa,EPL,2019
h,0.741615,2.38824,0.741615,2.38824,2,16,1,2,0.3756,l,2019-11-02,0,0,1,0,-1.6466250000000002,293,14,88,20,71,Aston Villa,EPL,2019
a,0.473225,2.09891,0.473225,2.09891,0,8,1,2,0.31610000000000005,l,2019-11-10,0,0,1,0,-1.625685,189,30,211,32,71,Aston Villa,EPL,2019
h,2.6985,0.69784,2.6985,0.69784,14,3,2,0,2.6628,w,2019-11-25,1,0,0,3,2.00066,154,21,264,15,71,Aston Villa,EPL,2019
a,1.29701,1.84804,1.29701,1.84804,3,13,2,2,0.9371999999999999,d,2019-12-01,0,1,0,1,-0.5510299999999999,276,23,153,23,71,Aston Villa,EPL,2019
a,0.86086,1.9774,0.86086,1.9774,2,14,1,2,0.6134,l,2019-12-04,0,0,1,0,-1.11654,389,28,181,26,71,Aston Villa,EPL,2019
h,1.24141,4.03286,1.24141,4.03286,12,17,1,4,0.1341,l,2019-12-08,0,0,1,0,-2.79145,234,27,116,27,71,Aston Villa,EPL,2019
a,0.97258,1.888,0.211411,1.888,1,13,0,2,0.591,l,2019-12-14,0,0,1,0,-1.6765889999999999,217,20,192,24,71,Aston Villa,EPL,2019
h,0.921054,2.63444,0.921054,2.63444,6,5,1,3,0.3435,l,2019-12-21,0,0,1,0,-1.713386,167,16,216,18,71,Aston Villa,EPL,2019
h,0.654194,1.45005,0.654194,1.45005,4,3,1,0,0.7351000000000001,w,2019-12-26,1,0,0,3,-0.795856,265,23,166,18,71,Aston Villa,EPL,2019
a,0.610997,3.25314,0.610997,2.49197,6,8,0,3,0.1056,l,2019-12-28,0,0,1,0,-1.8809729999999998,208,13,219,25,71,Aston Villa,EPL,2019
a,1.74824,2.34418,1.74824,2.34418,5,9,2,1,0.9398,w,2020-01-01,1,0,0,3,-0.5959400000000001,265,10,143,18,71,Aston Villa,EPL,2019
h,1.12565,3.75131,0.364481,3.75131,1,20,1,6,0.1611,l,2020-01-12,0,0,1,0,-3.386829,549,16,229,30,71,Aston Villa,EPL,2019
a,1.02045,1.30028,1.02045,1.30028,4,7,1,1,1.0922,d,2020-01-18,0,1,0,1,-0.27983,291,27,210,29,71,Aston Villa,EPL,2019
h,1.06739,1.81101,1.06739,1.81101,6,1,2,1,0.7277,w,2020-01-21,1,0,0,3,-0.74362,142,23,306,33,71,Aston Villa,EPL,2019
a,1.40955,2.72236,1.40955,2.72236,7,8,1,2,0.5550999999999999,l,2020-02-01,0,0,1,0,-1.31281,107,14,220,22,71,Aston Villa,EPL,2019
h,1.71313,3.86024,1.71313,2.95505,8,9,2,3,0.3377,l,2020-02-16,0,0,1,0,-1.24192,199,21,253,29,71,Aston Villa,EPL,2019
a,0.47235,3.02926,0.47235,3.02926,4,7,0,2,0.1382,l,2020-02-22,0,0,1,0,-2.55691,148,25,232,31,71,Aston Villa,EPL,2019
a,0.672448,2.41239,0.672448,1.65122,2,8,0,4,0.2673,l,2020-03-09,0,0,1,0,-0.9787719999999999,304,23,156,29,71,Aston Villa,EPL,2019
h,1.00877,0.235909,1.00877,0.235909,5,2,0,0,2.0802,d,2020-06-17,0,1,0,1,0.7728609999999999,227,14,214,27,71,Aston Villa,EPL,2019
h,1.57223,1.14011,1.57223,1.14011,0,10,1,2,1.7817,l,2020-06-21,0,0,1,0,0.43212000000000006,336,15,98,16,71,Aston Villa,EPL,2019
a,1.22985,0.661808,1.22985,0.661808,8,3,1,1,1.8679999999999999,d,2020-06-24,0,1,0,1,0.5680420000000002,228,23,161,17,71,Aston Villa,EPL,2019
h,0.403418,0.703549,0.403418,0.703549,3,5,0,1,0.9678,l,2020-06-27,0,0,1,0,-0.300131,201,23,235,14,71,Aston Villa,EPL,2019
a,0.689775,1.0837,0.689775,1.0837,4,11,0,2,0.9176,l,2020-07-05,0,0,1,0,-0.3939250000000001,354,17,108,29,71,Aston Villa,EPL,2019
h,0.598873,2.86531,0.598873,2.10415,2,13,0,3,0.15410000000000001,l,2020-07-09,0,0,1,0,-1.5052770000000002,361,17,160,20,71,Aston Villa,EPL,2019
h,1.6977,0.974181,1.6977,0.974181,4,3,2,0,1.9465999999999999,w,2020-07-12,1,0,0,3,0.723519,232,26,149,20,71,Aston Villa,EPL,2019
a,1.52021,0.944434,1.52021,0.944434,6,6,1,1,1.8509,d,2020-07-16,0,1,0,1,0.5757760000000001,283,22,184,25,71,Aston Villa,EPL,2019
h,0.57408,0.737137,0.57408,0.737137,4,6,1,0,1.1377,w,2020-07-21,1,0,0,3,-0.163057,354,19,132,21,71,Aston Villa,EPL,2019
a,0.983594,0.781465,0.983594,0.781465,4,2,1,1,1.4911,d,2020-07-26,0,1,0,1,0.202129,234,22,130,18,71,Aston Villa,EPL,2019
a,1.2246,0.87159,1.2246,0.87159,5,5,0,0,1.6257,d,2019-08-10,0,1,0,1,0.35300999999999993,110,27,294,26,72,Everton,EPL,2019
h,0.832913,1.17279,0.832913,1.17279,4,3,1,0,1.0150000000000001,w,2019-08-17,1,0,0,3,-0.339877,195,22,157,40,72,Everton,EPL,2019
a,1.25668,0.855926,1.25668,0.855926,12,6,0,2,1.7245,l,2019-08-23,0,0,1,0,0.40075400000000005,146,27,265,20,72,Everton,EPL,2019
h,1.48842,2.00172,1.48842,2.00172,4,5,3,2,0.9823999999999999,w,2019-09-01,1,0,0,3,-0.5133000000000001,160,30,242,12,72,Everton,EPL,2019
a,1.50641,1.41542,1.50641,1.41542,9,3,1,3,1.4259,l,2019-09-15,0,0,1,0,0.09099000000000013,171,31,266,22,72,Everton,EPL,2019
h,1.26041,0.508011,1.26041,0.508011,9,2,0,2,1.9885999999999997,l,2019-09-21,0,0,1,0,0.752399,96,17,263,20,72,Everton,EPL,2019
h,2.35854,3.1082,2.35854,3.1082,6,13,1,3,0.9393,l,2019-09-28,0,0,1,0,-0.74966,392,12,204,21,72,Everton,EPL,2019
a,1.30723,0.558912,1.30723,0.558912,4,6,0,1,2.0524,l,2019-10-05,0,0,1,0,0.7483179999999999,156,20,273,14,72,Everton,EPL,2019
h,2.23324,0.459112,2.23324,0.459112,11,3,2,0,2.6186,w,2019-10-19,1,0,0,3,1.774128,183,32,191,19,72,Everton,EPL,2019
a,1.04723,1.15279,1.04723,0.391623,7,4,2,3,1.1805,l,2019-10-26,0,0,1,0,0.655607,327,28,237,28,72,Everton,EPL,2019
h,1.15532,0.243393,1.15532,0.243393,8,1,1,1,2.2648,d,2019-11-03,0,1,0,1,0.9119269999999999,281,25,184,18,72,Everton,EPL,2019
a,2.08883,0.742281,2.08883,0.742281,6,1,2,1,2.3575,w,2019-11-09,1,0,0,3,1.3465490000000002,202,31,169,17,72,Everton,EPL,2019
h,0.812693,1.80849,0.812693,1.80849,15,4,0,2,0.638,l,2019-11-23,0,0,1,0,-0.9957969999999999,137,23,189,23,72,Everton,EPL,2019
a,1.24986,2.24348,1.24986,2.24348,1,9,1,2,0.7024999999999999,l,2019-12-01,0,0,1,0,-0.99362,367,20,129,23,72,Everton,EPL,2019
a,1.76453,2.41397,1.76453,2.41397,6,10,2,5,0.9361,l,2019-12-04,0,0,1,0,-0.64944,315,35,184,19,72,Everton,EPL,2019
h,2.03892,1.25734,2.03892,1.25734,5,17,3,1,1.9575000000000002,w,2019-12-07,1,0,0,3,0.7815800000000002,350,39,83,18,72,Everton,EPL,2019
a,0.276759,1.48327,0.276759,1.48327,2,4,1,1,0.39990000000000003,d,2019-12-15,0,1,0,1,-1.2065110000000001,270,24,98,11,72,Everton,EPL,2019
h,0.486523,0.881818,0.486523,0.881818,8,1,0,0,0.8431,d,2019-12-21,0,1,0,1,-0.395295,323,26,185,23,72,Everton,EPL,2019
h,1.47521,0.565252,1.47521,0.565252,2,1,1,0,2.1380000000000003,w,2019-12-26,1,0,0,3,0.9099579999999999,105,19,314,24,72,Everton,EPL,2019
a,2.82576,1.63211,2.82576,1.63211,6,6,2,1,2.1729,w,2019-12-28,1,0,0,3,1.1936499999999999,153,18,250,17,72,Everton,EPL,2019
a,0.848942,1.79757,0.848942,1.79757,2,9,1,2,0.6552,l,2020-01-01,0,0,1,0,-0.9486279999999999,518,23,257,25,72,Everton,EPL,2019
h,2.02533,1.53324,2.02533,1.53324,10,6,1,0,1.7227000000000001,w,2020-01-11,1,0,0,3,0.4920899999999999,252,29,279,16,72,Everton,EPL,2019
a,1.95473,1.68436,1.95473,1.68436,4,2,1,1,1.5778,d,2020-01-18,0,1,0,1,0.27037,223,27,245,25,72,Everton,EPL,2019
h,2.05254,0.570931,2.05254,0.570931,5,2,2,2,2.4682999999999997,d,2020-01-21,0,1,0,1,1.4816090000000002,293,25,347,23,72,Everton,EPL,2019
a,2.70178,0.919248,2.70178,0.919248,5,2,3,2,2.6442,w,2020-02-01,1,0,0,3,1.7825319999999998,174,21,231,25,72,Everton,EPL,2019
h,2.79103,0.865323,2.79103,0.865323,2,8,3,1,2.6689,w,2020-02-08,1,0,0,3,1.925707,252,31,173,22,72,Everton,EPL,2019
a,2.65691,1.33567,2.65691,1.33567,1,5,2,3,2.3609,l,2020-02-23,0,0,1,0,1.32124,291,27,272,20,72,Everton,EPL,2019
h,2.41259,1.12561,2.41259,1.12561,5,7,1,1,2.2946,d,2020-03-01,0,1,0,1,1.2869799999999998,201,24,155,17,72,Everton,EPL,2019
a,0.445922,2.02883,0.445922,2.02883,3,9,0,4,0.2901,l,2020-03-08,0,0,1,0,-1.5829080000000002,439,23,267,21,72,Everton,EPL,2019
h,0.621456,0.659123,0.621456,0.659123,1,10,0,0,1.2691,d,2020-06-21,0,1,0,1,-0.037667000000000006,314,17,135,34,72,Everton,EPL,2019
a,0.654912,0.382813,0.654912,0.382813,1,2,1,0,1.5691000000000002,w,2020-06-24,1,0,0,3,0.27209900000000004,252,24,310,22,72,Everton,EPL,2019
h,1.17592,1.80384,0.414753,1.80384,4,11,2,1,0.8506,w,2020-07-01,1,0,0,3,-1.3890870000000002,329,21,146,25,72,Everton,EPL,2019
a,0.403762,0.511828,0.403762,0.511828,3,3,0,1,1.1391,l,2020-07-06,0,0,1,0,-0.10806599999999994,244,20,254,24,72,Everton,EPL,2019
h,0.671442,2.29684,0.671442,1.53568,2,13,1,1,0.266,d,2020-07-09,0,1,0,1,-0.864238,245,17,194,28,72,Everton,EPL,2019
a,0.286561,2.86724,0.286561,2.10607,3,4,0,3,0.0655,l,2020-07-12,0,0,1,0,-1.8195089999999998,354,19,287,20,72,Everton,EPL,2019
h,0.944434,1.52021,0.944434,1.52021,6,6,1,1,0.8672,d,2020-07-16,0,1,0,1,-0.5757760000000001,184,25,283,22,72,Everton,EPL,2019
a,0.624814,0.468461,0.624814,0.468461,3,5,1,0,1.5150000000000001,w,2020-07-20,1,0,0,3,0.15635299999999996,209,16,285,25,72,Everton,EPL,2019
h,1.74699,1.46461,1.74699,0.703516,13,7,1,3,1.5886,l,2020-07-26,0,0,1,0,1.043474,123,23,434,32,72,Everton,EPL,2019
h,1.34099,1.59864,1.34099,1.59864,4,6,1,1,1.0171999999999999,d,2019-08-10,0,1,0,1,-0.25765000000000016,204,15,274,30,73,Bournemouth,EPL,2019
a,1.62777,1.65069,0.866605,1.65069,9,12,2,1,1.3578,w,2019-08-17,1,0,0,3,-0.784085,268,25,117,9,73,Bournemouth,EPL,2019
h,1.89345,3.12856,1.89345,3.12856,3,17,1,3,0.6611,l,2019-08-25,0,0,1,0,-1.2351099999999997,458,20,119,23,73,Bournemouth,EPL,2019
a,0.554726,2.23766,0.554726,2.23766,7,10,1,3,0.2616,l,2019-08-31,0,0,1,0,-1.682934,320,32,242,35,73,Bournemouth,EPL,2019
h,1.41542,1.50641,1.41542,1.50641,3,9,3,1,1.2948,w,2019-09-15,1,0,0,3,-0.09099000000000013,266,22,171,31,73,Bournemouth,EPL,2019
a,1.29773,2.18021,1.29773,1.41904,2,6,3,1,0.7326999999999999,w,2019-09-20,1,0,0,3,-0.12131000000000003,287,16,143,35,73,Bournemouth,EPL,2019
h,2.31957,1.29546,2.31957,1.29546,8,17,2,2,2.0753,d,2019-09-28,0,1,0,1,1.02411,225,20,262,20,73,Bournemouth,EPL,2019
a,0.683967,1.24109,0.683967,1.24109,7,10,0,1,0.8124,l,2019-10-06,0,0,1,0,-0.557123,235,23,246,35,73,Bournemouth,EPL,2019
h,0.675554,0.402873,0.675554,0.402873,7,5,0,0,1.5813000000000001,d,2019-10-19,0,1,0,1,0.272681,254,20,213,18,73,Bournemouth,EPL,2019
a,0.899526,0.674903,0.899526,0.674903,3,5,0,0,1.4985,d,2019-10-26,0,1,0,1,0.22462300000000002,178,19,342,26,73,Bournemouth,EPL,2019
h,1.86862,0.641129,1.86862,0.641129,3,4,1,0,2.382,w,2019-11-02,1,0,0,3,1.227491,223,27,170,20,73,Bournemouth,EPL,2019
a,1.9213,2.3306,1.9213,2.3306,10,5,1,2,1.0846,l,2019-11-09,0,0,1,0,-0.4093,133,17,321,17,73,Bournemouth,EPL,2019
h,0.849789,1.2765,0.849789,1.2765,3,7,1,2,0.9449000000000001,l,2019-11-23,0,0,1,0,-0.42671099999999995,323,23,274,20,73,Bournemouth,EPL,2019
a,1.02949,2.93189,1.02949,2.93189,6,9,2,3,0.3314,l,2019-11-30,0,0,1,0,-1.9024,274,32,240,27,73,Bournemouth,EPL,2019
a,0.342799,0.383763,0.342799,0.383763,10,6,0,1,1.186,l,2019-12-03,0,0,1,0,-0.040964,118,21,305,15,73,Bournemouth,EPL,2019
h,0.154608,3.04446,0.154608,3.04446,2,19,0,3,0.0506,l,2019-12-07,0,0,1,0,-2.889852,527,12,159,17,73,Bournemouth,EPL,2019
a,1.20777,2.02119,1.20777,2.02119,3,6,1,0,0.8432,w,2019-12-14,1,0,0,3,-0.8134199999999998,327,19,136,30,73,Bournemouth,EPL,2019
h,0.138532,0.144318,0.138532,0.144318,6,0,0,1,1.1115,l,2019-12-21,0,0,1,0,-0.005786000000000013,100,18,235,28,73,Bournemouth,EPL,2019
h,1.55463,1.42464,1.55463,1.42464,9,13,1,1,1.4987000000000001,d,2019-12-26,0,1,0,1,0.12999000000000005,357,15,199,26,73,Bournemouth,EPL,2019
a,0.500726,1.05876,0.500726,1.05876,5,11,0,2,0.8031999999999999,l,2019-12-28,0,0,1,0,-0.5580339999999999,274,16,225,24,73,Bournemouth,EPL,2019
a,0.720709,2.32825,0.720709,1.56708,4,8,0,4,0.27480000000000004,l,2020-01-01,0,0,1,0,-0.846371,239,15,428,19,73,Bournemouth,EPL,2019
h,0.320447,2.29827,0.320447,2.29827,5,7,0,3,0.1713,l,2020-01-12,0,0,1,0,-1.977823,196,15,286,25,73,Bournemouth,EPL,2019
a,0.558298,1.76046,0.558298,0.999292,4,6,0,1,0.4197,l,2020-01-18,0,0,1,0,-0.440994,330,24,166,17,73,Bournemouth,EPL,2019
h,1.92315,1.97227,1.92315,1.97227,6,4,3,1,1.3207,w,2020-01-21,1,0,0,3,-0.04912000000000005,345,31,135,21,73,Bournemouth,EPL,2019
h,2.72236,1.40955,2.72236,1.40955,8,7,2,1,2.2741,w,2020-02-01,1,0,0,3,1.31281,220,22,107,14,73,Bournemouth,EPL,2019
a,1.07183,2.04467,1.07183,2.04467,8,10,1,2,0.6331,l,2020-02-09,0,0,1,0,-0.9728399999999999,203,20,178,19,73,Bournemouth,EPL,2019
a,1.75718,3.09935,1.75718,2.33818,5,5,0,3,0.5741,l,2020-02-22,0,0,1,0,-0.581,125,11,230,21,73,Bournemouth,EPL,2019
h,1.58495,1.98271,1.58495,1.98271,4,14,2,2,1.0560999999999998,d,2020-02-29,0,1,0,1,-0.3977599999999999,448,26,142,26,73,Bournemouth,EPL,2019
a,1.29544,1.89453,1.29544,1.89453,3,9,1,2,0.8778,l,2020-03-07,0,0,1,0,-0.5990900000000001,345,17,95,20,73,Bournemouth,EPL,2019
h,0.363637,0.788453,0.363637,0.788453,6,4,0,2,0.8336,l,2020-06-20,0,0,1,0,-0.42481599999999997,162,18,235,24,73,Bournemouth,EPL,2019
a,0.0619009,0.715002,0.0619009,0.715002,1,1,0,1,0.5594,l,2020-06-24,0,0,1,0,-0.6531011,264,18,193,16,73,Bournemouth,EPL,2019
h,1.27503,2.23457,1.27503,2.23457,10,9,1,4,0.6983,l,2020-07-01,0,0,1,0,-0.9595400000000001,239,23,304,17,73,Bournemouth,EPL,2019
a,1.52161,2.63259,0.760443,1.87142,1,15,2,5,0.6491,l,2020-07-04,0,0,1,0,-1.110977,344,15,135,15,73,Bournemouth,EPL,2019
h,0.960349,0.479274,0.960349,0.479274,6,5,0,0,1.8205,d,2020-07-09,0,1,0,1,0.48107500000000003,258,21,123,19,73,Bournemouth,EPL,2019
h,2.54311,1.66084,1.78195,1.66084,3,14,4,1,2.0753,w,2020-07-12,1,0,0,3,0.12110999999999983,314,17,215,23,73,Bournemouth,EPL,2019
a,1.66635,0.82755,1.66635,0.82755,11,8,1,2,2.048,l,2020-07-15,0,0,1,0,0.8388,445,16,98,20,73,Bournemouth,EPL,2019
h,0.583117,2.24527,0.583117,1.48411,8,10,0,2,0.2875,l,2020-07-19,0,0,1,0,-0.900993,173,27,117,17,73,Bournemouth,EPL,2019
a,1.46461,1.74699,0.703516,1.74699,7,13,3,1,1.0957,w,2020-07-26,1,0,0,3,-1.043474,434,32,123,23,73,Bournemouth,EPL,2019
a,1.08752,0.909241,1.08752,0.909241,9,0,0,3,1.5136,l,2019-08-10,0,0,1,0,0.17827900000000008,143,26,167,18,74,Southampton,EPL,2019
h,2.14047,1.52022,2.14047,1.52022,1,6,1,2,1.8258999999999999,l,2019-08-17,0,0,1,0,0.6202500000000002,288,24,132,14,74,Southampton,EPL,2019
a,2.07795,0.997711,2.07795,0.997711,6,6,2,0,2.2194000000000003,w,2019-08-24,1,0,0,3,1.080239,215,20,211,23,74,Southampton,EPL,2019
h,0.769616,1.90356,0.769616,1.90356,6,13,1,1,0.5769,d,2019-08-31,0,1,0,1,-1.133944,260,39,190,14,74,Southampton,EPL,2019
a,1.57659,1.88034,1.57659,1.88034,7,8,1,0,1.1662,w,2019-09-14,1,0,0,3,-0.30374999999999996,218,17,263,21,74,Southampton,EPL,2019
h,2.18021,1.29773,1.41904,1.29773,6,2,1,3,2.0278,l,2019-09-20,0,0,1,0,0.12131000000000003,143,35,287,16,74,Southampton,EPL,2019
a,1.16256,1.19008,1.16256,1.19008,8,7,1,2,1.3081999999999998,l,2019-09-28,0,0,1,0,-0.02751999999999999,209,37,254,8,74,Southampton,EPL,2019
h,1.27044,2.15201,1.27044,2.15201,5,10,1,4,0.7488,l,2019-10-06,0,0,1,0,-0.8815700000000002,283,26,211,19,74,Southampton,EPL,2019
a,1.37695,0.887495,1.37695,0.126326,5,3,1,1,1.7256,d,2019-10-19,0,1,0,1,1.250624,289,24,220,15,74,Southampton,EPL,2019
h,0.457334,4.38046,0.457334,3.6193,1,9,0,9,0.0228,l,2019-10-25,0,0,1,0,-3.161966,358,21,118,37,74,Southampton,EPL,2019
a,0.893889,3.36132,0.893889,3.36132,2,31,1,2,0.11629999999999999,l,2019-11-02,0,0,1,0,-2.467431,213,12,83,26,74,Southampton,EPL,2019
h,0.742281,2.08883,0.742281,2.08883,1,6,1,2,0.4354,l,2019-11-09,0,0,1,0,-1.3465490000000002,169,17,202,31,74,Southampton,EPL,2019
a,2.60312,1.60823,1.68664,1.60823,10,3,2,2,2.078,d,2019-11-23,0,1,0,1,0.07840999999999987,257,35,144,24,74,Southampton,EPL,2019
h,1.9671,0.504005,1.9671,0.504005,8,5,2,1,2.6235,w,2019-11-30,1,0,0,3,1.463095,136,18,284,20,74,Southampton,EPL,2019
h,2.00232,0.896647,2.00232,0.896647,9,3,2,1,2.2681,w,2019-12-04,1,0,0,3,1.1056730000000001,335,36,166,12,74,Southampton,EPL,2019
a,1.89255,1.10449,1.89255,1.10449,6,3,1,2,1.9841000000000002,l,2019-12-08,0,0,1,0,0.78806,146,30,207,15,74,Southampton,EPL,2019
h,0.805884,0.90324,0.805884,0.90324,7,8,0,1,1.2782,l,2019-12-14,0,0,1,0,-0.097356,139,18,239,20,74,Southampton,EPL,2019
a,2.63444,0.921054,2.63444,0.921054,5,6,3,1,2.5233,w,2019-12-21,1,0,0,3,1.713386,216,18,167,16,74,Southampton,EPL,2019
a,0.981321,0.859973,0.981321,0.859973,2,10,2,0,1.4689,w,2019-12-26,1,0,0,3,0.12134800000000001,351,28,184,36,74,Southampton,EPL,2019
h,1.47937,0.137837,1.47937,0.137837,4,2,1,1,2.5254,d,2019-12-28,0,1,0,1,1.341533,184,34,271,14,74,Southampton,EPL,2019
h,1.51192,1.078,1.51192,1.078,4,4,1,0,1.7049,w,2020-01-01,1,0,0,3,0.43391999999999986,255,40,148,23,74,Southampton,EPL,2019
a,2.40601,0.780114,2.40601,0.780114,3,2,2,1,2.5170999999999997,w,2020-01-11,1,0,0,3,1.6258960000000002,255,33,120,10,74,Southampton,EPL,2019
h,0.786974,2.1772,0.786974,1.41604,2,5,2,3,0.3968,l,2020-01-18,0,0,1,0,-0.629066,187,36,199,13,74,Southampton,EPL,2019
a,1.1306,0.674589,1.1306,0.674589,8,9,2,0,1.7599999999999998,w,2020-01-21,1,0,0,3,0.45601100000000006,180,40,188,24,74,Southampton,EPL,2019
a,0.716298,3.7195,0.716298,3.7195,7,8,0,4,0.060500000000000005,l,2020-02-01,0,0,1,0,-3.003202,293,23,137,22,74,Southampton,EPL,2019
h,0.694025,0.892699,0.694025,0.892699,6,2,1,2,1.1051000000000002,l,2020-02-15,0,0,1,0,-0.19867400000000002,134,18,248,25,74,Southampton,EPL,2019
h,3.02926,0.47235,3.02926,0.47235,7,4,2,0,2.7830000000000004,w,2020-02-22,1,0,0,3,2.55691,232,31,148,25,74,Southampton,EPL,2019
a,0.868573,2.78682,0.868573,2.78682,7,5,1,3,0.2749,l,2020-02-29,0,0,1,0,-1.918247,100,22,277,19,74,Southampton,EPL,2019
h,0.348871,3.06384,0.348871,2.30267,4,4,0,1,0.056,l,2020-03-07,0,0,1,0,-1.953799,263,21,115,23,74,Southampton,EPL,2019
a,1.87099,0.654932,1.87099,0.654932,8,2,3,0,2.2550999999999997,w,2020-06-19,1,0,0,3,1.2160579999999999,202,36,119,15,74,Southampton,EPL,2019
h,0.738305,2.18595,0.738305,2.18595,6,6,0,2,0.3715,l,2020-06-25,0,0,1,0,-1.447645,236,30,218,24,74,Southampton,EPL,2019
a,1.3364,0.365347,1.3364,0.365347,5,6,3,1,2.2212,w,2020-06-28,1,0,0,3,0.971053,194,21,207,23,74,Southampton,EPL,2019
h,0.628765,3.39575,0.628765,3.39575,2,23,1,0,0.1116,w,2020-07-05,1,0,0,3,-2.766985,426,28,143,21,74,Southampton,EPL,2019
a,2.29684,0.671442,1.53568,0.671442,13,2,1,1,2.5991,d,2020-07-09,0,1,0,1,0.864238,194,28,245,17,74,Southampton,EPL,2019
a,1.8051,1.5033,1.8051,1.5033,9,9,2,2,1.6040999999999999,d,2020-07-13,0,1,0,1,0.30179999999999985,265,30,258,19,74,Southampton,EPL,2019
h,2.33745,0.67264,2.33745,0.67264,11,8,1,1,2.5141999999999998,d,2020-07-16,0,1,0,1,1.6648100000000001,115,21,296,15,74,Southampton,EPL,2019
a,2.24527,0.583117,1.48411,0.583117,10,8,2,0,2.5762,w,2020-07-19,1,0,0,3,0.900993,117,17,173,27,74,Southampton,EPL,2019
h,1.64306,1.41051,0.881887,1.41051,10,1,3,1,1.5176999999999998,w,2020-07-26,1,0,0,3,-0.528623,102,15,405,23,74,Southampton,EPL,2019
