h_a,xG,xGA,npxG,npxGA,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,ppda.att,ppda.def,ppda_allowed.att,ppda_allowed.def,team_id,team_name,league_name,year
a,1.20057,0.61739,1.20057,0.61739,11,0,3,0,1.8342,w,2019-08-31,1,0,0,3,0.5831799999999999,149,24,309,19,87,Liverpool,EPL,2019
h,2.93281,0.291073,2.93281,0.291073,19,4,3,1,2.8820000000000006,w,2019-09-14,1,0,0,3,2.641737,167,24,419,10,87,Liverpool,EPL,2019
a,1.03003,1.23321,1.03003,1.23321,5,5,2,1,1.1699,w,2019-09-22,1,0,0,3,-0.20317999999999992,277,35,186,16,87,Liverpool,EPL,2019
a,1.97079,1.17022,1.97079,1.17022,11,1,1,0,1.9795999999999998,w,2019-09-28,1,0,0,3,0.80057,124,11,412,17,87,Liverpool,EPL,2019
h,3.74867,0.0982107,2.9875,0.0982107,12,4,2,1,2.9796,w,2019-10-05,1,0,0,3,2.8892892999999997,249,32,259,28,87,Liverpool,EPL,2019
a,1.03212,0.791862,1.03212,0.791862,7,1,1,1,1.5203,d,2019-10-20,0,1,0,1,0.24025799999999997,150,29,378,12,87,Liverpool,EPL,2019
h,2.18851,1.35143,1.42734,1.35143,13,4,2,1,2.0089,w,2019-10-27,1,0,0,3,0.07591000000000014,147,29,323,10,87,Liverpool,EPL,2019
a,2.38824,0.741615,2.38824,0.741615,16,2,2,1,2.4680999999999997,w,2019-11-02,1,0,0,3,1.6466250000000002,88,20,293,14,87,Liverpool,EPL,2019
h,1.3319,1.48104,1.3319,1.48104,6,9,3,1,1.2262,w,2019-11-10,1,0,0,3,-0.14913999999999983,266,13,253,21,87,Liverpool,EPL,2019
a,1.64291,1.02306,1.64291,1.02306,11,8,2,1,1.8781,w,2019-11-23,1,0,0,3,0.61985,182,18,285,13,87,Liverpool,EPL,2019
h,1.36832,0.867601,1.36832,0.867601,11,3,2,1,1.7929,w,2019-11-30,1,0,0,3,0.500719,358,24,271,18,87,Liverpool,EPL,2019
h,2.41397,1.76453,2.41397,1.76453,10,6,5,2,1.831,w,2019-12-04,1,0,0,3,0.64944,184,19,315,35,87,Liverpool,EPL,2019
a,3.04446,0.154608,3.04446,0.154608,19,2,3,0,2.9126,w,2019-12-07,1,0,0,3,2.889852,159,17,527,12,87,Liverpool,EPL,2019
h,1.56674,1.01166,1.56674,1.01166,10,7,2,0,1.8184,w,2019-12-14,1,0,0,3,0.55508,131,26,391,22,87,Liverpool,EPL,2019
a,3.76973,0.120994,3.00856,0.120994,6,3,4,0,2.9819,w,2019-12-26,1,0,0,3,2.887566,263,23,348,17,87,Liverpool,EPL,2019
h,1.49124,0.363764,1.49124,0.363764,14,3,1,0,2.3516000000000004,w,2019-12-29,1,0,0,3,1.127476,188,30,384,18,87,Liverpool,EPL,2019
h,3.0465,0.634607,3.0465,0.634607,16,7,2,0,2.8575,w,2020-01-02,1,0,0,3,2.411893,175,12,621,19,87,Liverpool,EPL,2019
a,1.74564,1.10584,1.74564,1.10584,21,4,1,0,1.8569,w,2020-01-11,1,0,0,3,0.6398000000000001,246,20,479,16,87,Liverpool,EPL,2019
h,2.00655,1.4185,2.00655,1.4185,12,5,2,0,1.7649,w,2020-01-19,1,0,0,3,0.5880499999999997,253,23,285,19,87,Liverpool,EPL,2019
a,1.59024,1.85442,1.59024,1.85442,2,4,2,1,1.1464,w,2020-01-23,1,0,0,3,-0.26417999999999986,321,27,358,16,87,Liverpool,EPL,2019
a,2.59926,0.878341,1.83809,0.878341,11,2,2,0,2.5690000000000004,w,2020-01-29,1,0,0,3,0.959749,202,27,537,14,87,Liverpool,EPL,2019
h,3.7195,0.716298,3.7195,0.716298,8,7,4,0,2.9045,w,2020-02-01,1,0,0,3,3.003202,137,22,293,23,87,Liverpool,EPL,2019
a,2.07331,0.383495,2.07331,0.383495,13,3,1,0,2.671,w,2020-02-15,1,0,0,3,1.6898150000000003,220,27,318,7,87,Liverpool,EPL,2019
h,2.48209,0.638236,2.48209,0.638236,14,3,3,2,2.6454000000000004,w,2020-02-24,1,0,0,3,1.8438539999999999,121,36,337,10,87,Liverpool,EPL,2019
a,0.206031,2.71351,0.206031,2.71351,12,6,0,3,0.0616,l,2020-02-29,0,0,1,0,-2.507479,127,11,365,11,87,Liverpool,EPL,2019
h,1.89453,1.29544,1.89453,1.29544,9,3,2,1,1.8471000000000002,w,2020-03-07,1,0,0,3,0.5990900000000001,95,20,345,17,87,Liverpool,EPL,2019
a,0.659123,0.621456,0.659123,0.621456,10,1,0,0,1.3237,d,2020-06-21,0,1,0,1,0.037667000000000006,135,34,314,17,87,Liverpool,EPL,2019
h,2.56729,0.0645285,2.56729,0.0645285,14,0,4,0,2.8999,w,2020-06-24,1,0,0,3,2.5027614999999996,181,35,475,6,87,Liverpool,EPL,2019
a,0.819606,2.65433,0.819606,1.89316,11,7,0,4,0.3018,l,2020-07-02,0,0,1,0,-1.0735540000000001,341,22,343,11,87,Liverpool,EPL,2019
h,1.0837,0.689775,1.0837,0.689775,11,4,2,0,1.7473999999999998,w,2020-07-05,1,0,0,3,0.3939250000000001,108,29,354,17,87,Liverpool,EPL,2019
a,2.61624,2.3646,2.61624,2.3646,15,5,3,1,1.5141,w,2020-07-08,1,0,0,3,0.2516400000000001,225,26,251,12,87,Liverpool,EPL,2019
h,2.17649,0.452331,2.17649,0.452331,19,2,1,1,2.5593999999999997,d,2020-07-11,0,1,0,1,1.7241589999999998,113,13,352,15,87,Liverpool,EPL,2019
a,2.2233,1.31516,2.2233,1.31516,12,4,1,2,1.9888000000000001,l,2020-07-15,0,0,1,0,0.90814,139,29,306,18,87,Liverpool,EPL,2019
h,1.45179,2.38205,1.45179,2.38205,5,3,5,3,0.6713,w,2020-07-22,1,0,0,3,-0.9302600000000001,363,30,354,24,87,Liverpool,EPL,2019
a,0.56818,0.339294,0.56818,0.339294,7,0,3,1,1.4593000000000003,w,2020-07-26,1,0,0,3,0.22888600000000003,150,25,441,23,87,Liverpool,EPL,2019
a,3.18377,1.2003,2.42264,1.2003,9,1,5,0,2.6311999999999998,w,2019-08-10,1,0,0,3,1.22234,215,31,328,20,88,Manchester City,EPL,2019
h,3.20076,0.074542,3.20076,0.074542,10,2,2,2,2.9323,d,2019-08-17,0,1,0,1,3.1262179999999997,386,43,330,7,88,Manchester City,EPL,2019
a,3.12856,1.89345,3.12856,1.89345,17,3,3,1,2.1653000000000002,w,2019-08-25,1,0,0,3,1.2351099999999997,119,23,458,20,88,Manchester City,EPL,2019
h,2.30818,0.861035,2.30818,0.861035,16,7,4,0,2.3849,w,2019-08-31,1,0,0,3,1.4471450000000001,366,32,346,16,88,Manchester City,EPL,2019
a,2.34436,1.7413,2.34436,1.7413,14,6,2,3,1.7614999999999998,l,2019-09-14,0,0,1,0,0.6030599999999999,191,24,258,14,88,Manchester City,EPL,2019
h,6.63049,0.344718,5.86932,0.344718,13,1,8,0,2.9992,w,2019-09-21,1,0,0,3,5.524602,238,21,430,12,88,Manchester City,EPL,2019
a,3.1082,2.35854,3.1082,2.35854,13,6,3,1,1.8485999999999998,w,2019-09-28,1,0,0,3,0.74966,204,21,392,12,88,Manchester City,EPL,2019
h,1.61884,1.18825,1.61884,1.18825,13,1,0,2,1.6896,l,2019-10-06,0,0,1,0,0.43059000000000003,107,26,315,16,88,Manchester City,EPL,2019
a,4.02104,0.616864,4.02104,0.616864,21,5,2,0,2.9204,w,2019-10-19,1,0,0,3,3.404176,128,19,353,19,88,Manchester City,EPL,2019
h,3.19004,0.980145,3.19004,0.980145,18,3,3,0,2.6551,w,2019-10-26,1,0,0,3,2.2098950000000004,194,24,267,10,88,Manchester City,EPL,2019
h,3.36132,0.893889,3.36132,0.893889,31,2,2,1,2.8097,w,2019-11-02,1,0,0,3,2.467431,83,26,213,12,88,Manchester City,EPL,2019
a,1.48104,1.3319,1.48104,1.3319,9,6,1,3,1.4857,l,2019-11-10,0,0,1,0,0.14913999999999983,253,21,266,13,88,Manchester City,EPL,2019
h,1.23596,0.820474,1.23596,0.820474,14,6,2,1,1.6982,w,2019-11-23,1,0,0,3,0.4154859999999999,441,27,354,19,88,Manchester City,EPL,2019
a,2.44389,0.208252,2.44389,0.208252,12,2,2,2,2.7869,d,2019-11-30,0,1,0,1,2.2356380000000002,107,26,347,9,88,Manchester City,EPL,2019
a,2.56057,0.486548,2.56057,0.486548,13,3,4,1,2.7468000000000004,w,2019-12-03,1,0,0,3,2.074022,112,10,415,16,88,Manchester City,EPL,2019
h,2.07108,1.63385,2.07108,0.872683,23,8,1,2,1.6560000000000001,l,2019-12-07,0,0,1,0,1.198397,131,35,271,13,88,Manchester City,EPL,2019
a,1.69553,0.28161,1.69553,0.28161,6,1,3,0,2.5225999999999997,w,2019-12-15,1,0,0,3,1.41392,315,37,417,23,88,Manchester City,EPL,2019
h,3.59139,1.01388,2.83026,1.01388,17,0,3,1,2.781,w,2019-12-21,1,0,0,3,1.81638,276,32,395,12,88,Manchester City,EPL,2019
a,1.52044,2.39405,0.614563,2.39405,1,4,2,3,0.6904,l,2019-12-27,0,0,1,0,-1.779487,282,15,222,17,88,Manchester City,EPL,2019
h,1.08628,1.23346,1.08628,1.23346,9,2,2,0,1.2135,w,2019-12-29,1,0,0,3,-0.1471800000000001,142,13,484,14,88,Manchester City,EPL,2019
h,1.79757,0.848942,1.79757,0.848942,9,2,2,1,2.085,w,2020-01-01,1,0,0,3,0.9486279999999999,257,25,518,23,88,Manchester City,EPL,2019
a,3.75131,1.12565,3.75131,0.364481,20,1,6,1,2.7585,w,2020-01-12,1,0,0,3,3.386829,229,30,549,16,88,Manchester City,EPL,2019
h,2.47314,0.586716,2.47314,0.586716,23,2,2,2,2.6209,d,2020-01-18,0,1,0,1,1.8864239999999999,128,26,295,10,88,Manchester City,EPL,2019
a,2.873,0.774943,2.11183,0.774943,11,6,1,0,2.7454,w,2020-01-21,1,0,0,3,1.336887,106,12,391,17,88,Manchester City,EPL,2019
a,3.25139,0.42029300000000003,2.49022,0.42029300000000003,21,6,0,2,2.9067,l,2020-02-02,0,0,1,0,2.069927,183,25,364,17,88,Manchester City,EPL,2019
h,2.13777,0.0895892,2.13777,0.0895892,13,1,2,0,2.7859000000000003,w,2020-02-19,1,0,0,3,2.0481808000000004,133,13,439,17,88,Manchester City,EPL,2019
a,2.42749,0.723269,1.66632,0.723269,12,3,1,0,2.5724,w,2020-02-22,1,0,0,3,0.943051,182,30,370,16,88,Manchester City,EPL,2019
a,0.585469,1.7389,0.585469,1.7389,2,3,0,2,0.3539,l,2020-03-08,0,0,1,0,-1.1534309999999999,145,24,456,31,88,Manchester City,EPL,2019
h,2.73725,0.496759,1.97608,0.496759,13,1,3,0,2.7793000000000005,w,2020-06-17,1,0,0,3,1.479321,237,25,398,15,88,Manchester City,EPL,2019
h,2.71096,0.0303408,1.94979,0.0303408,13,0,5,0,2.9503,w,2020-06-22,1,0,0,3,1.9194491999999999,200,16,504,11,88,Manchester City,EPL,2019
a,0.690594,4.206,0.690594,3.44483,10,7,1,2,0.034100000000000005,l,2020-06-25,0,0,1,0,-2.754236,250,11,391,13,88,Manchester City,EPL,2019
h,2.65433,0.819606,1.89316,0.819606,7,11,4,0,2.5677,w,2020-07-02,1,0,0,3,1.0735540000000001,343,11,341,22,88,Manchester City,EPL,2019
a,3.39575,0.628765,3.39575,0.628765,23,2,0,1,2.8278,l,2020-07-05,0,0,1,0,2.766985,143,21,426,28,88,Manchester City,EPL,2019
h,3.28662,0.21643,3.28662,0.21643,23,1,5,0,2.9088000000000003,w,2020-07-08,1,0,0,3,3.07019,166,26,500,15,88,Manchester City,EPL,2019
a,5.51767,0.149588,5.51767,0.149588,14,5,5,0,2.9994000000000005,w,2020-07-11,1,0,0,3,5.368082,192,20,487,18,88,Manchester City,EPL,2019
h,0.82755,1.66635,0.82755,1.66635,8,11,2,1,0.7079,w,2020-07-15,1,0,0,3,-0.8388,98,20,445,16,88,Manchester City,EPL,2019
a,3.73814,0.131868,2.82226,0.131868,9,2,4,0,2.9856,w,2020-07-21,1,0,0,3,2.690392,121,27,357,17,88,Manchester City,EPL,2019
h,3.56749,0.786563,3.56749,0.786563,37,2,5,0,2.7879,w,2020-07-26,1,0,0,3,2.7809269999999997,132,20,310,10,88,Manchester City,EPL,2019
h,2.37442,1.09534,1.61326,1.09534,8,4,4,0,2.3226,w,2019-08-11,1,0,0,3,0.5179199999999999,281,31,271,42,89,Manchester United,EPL,2019
a,1.14332,0.307356,0.382148,0.307356,9,5,1,1,2.3024,d,2019-08-19,0,1,0,1,0.07479199999999997,184,22,399,20,89,Manchester United,EPL,2019
h,2.23561,0.676993,1.47444,0.676993,7,2,1,2,2.4880999999999998,l,2019-08-24,0,0,1,0,0.797447,96,14,275,18,89,Manchester United,EPL,2019
a,1.90356,0.769616,1.90356,0.769616,13,6,1,1,2.202,d,2019-08-31,0,1,0,1,1.133944,190,14,260,39,89,Manchester United,EPL,2019
h,1.10019,0.459141,0.339017,0.459141,4,4,1,0,2.0657,w,2019-09-14,1,0,0,3,-0.12012400000000001,243,25,167,35,89,Manchester United,EPL,2019
a,1.27826,0.51376,1.27826,0.51376,5,4,0,2,2.0981,l,2019-09-22,0,0,1,0,0.7645,189,11,284,19,89,Manchester United,EPL,2019
h,1.1335,1.70399,1.1335,1.70399,5,7,1,1,0.9196,d,2019-09-30,0,1,0,1,-0.5704899999999999,160,27,243,24,89,Manchester United,EPL,2019
a,0.969204,0.650296,0.969204,0.650296,5,1,0,1,1.6237,l,2019-10-06,0,0,1,0,0.31890799999999997,150,22,313,11,89,Manchester United,EPL,2019
h,0.791862,1.03212,0.791862,1.03212,1,7,1,1,1.0985,d,2019-10-20,0,1,0,1,-0.24025799999999997,378,12,150,29,89,Manchester United,EPL,2019
a,4.51232,0.8924,2.98998,0.8924,6,6,3,1,2.9315,w,2019-10-27,1,0,0,3,2.0975800000000002,247,26,225,26,89,Manchester United,EPL,2019
a,0.641129,1.86862,0.641129,1.86862,4,3,0,1,0.4305,l,2019-11-02,0,0,1,0,-1.227491,170,20,223,27,89,Manchester United,EPL,2019
h,3.65299,1.1342,3.65299,1.1342,9,2,3,1,2.7327,w,2019-11-10,1,0,0,3,2.51879,311,26,186,35,89,Manchester United,EPL,2019
a,1.33065,1.56025,1.33065,1.56025,6,3,3,3,1.1348,d,2019-11-24,0,1,0,1,-0.2295999999999998,164,19,325,31,89,Manchester United,EPL,2019
h,1.84804,1.29701,1.84804,1.29701,13,3,2,2,1.7835,d,2019-12-01,0,1,0,1,0.5510299999999999,153,23,276,23,89,Manchester United,EPL,2019
h,1.47683,0.542315,0.715699,0.542315,1,2,2,1,2.2216,w,2019-12-04,1,0,0,3,0.17338399999999998,280,38,229,27,89,Manchester United,EPL,2019
a,1.63385,2.07108,0.872683,2.07108,8,23,2,1,1.0968,w,2019-12-07,1,0,0,3,-1.198397,271,13,131,35,89,Manchester United,EPL,2019
h,1.48327,0.276759,1.48327,0.276759,4,2,1,1,2.3757,d,2019-12-15,0,1,0,1,1.2065110000000001,98,11,270,24,89,Manchester United,EPL,2019
a,1.5309,1.59291,1.5309,0.83174,8,8,0,2,1.3005,l,2019-12-22,0,0,1,0,0.6991599999999999,130,24,284,32,89,Manchester United,EPL,2019
h,1.99638,1.05018,1.99638,1.05018,6,4,4,1,2.0736,w,2019-12-26,1,0,0,3,0.9462000000000002,149,27,445,11,89,Manchester United,EPL,2019
a,2.10542,0.386662,2.10542,0.386662,9,3,2,0,2.6843999999999997,w,2019-12-28,1,0,0,3,1.718758,150,18,270,20,89,Manchester United,EPL,2019
a,0.715563,1.90747,0.715563,1.90747,5,8,0,2,0.45409999999999995,l,2020-01-01,0,0,1,0,-1.191907,326,29,312,23,89,Manchester United,EPL,2019
h,3.13456,0.275987,2.37339,0.275987,17,4,4,0,2.9393,w,2020-01-11,1,0,0,3,2.097403,225,45,302,19,89,Manchester United,EPL,2019
a,1.4185,2.00655,1.4185,2.00655,5,12,0,2,0.9771,l,2020-01-19,0,0,1,0,-0.5880499999999997,285,19,253,23,89,Manchester United,EPL,2019
h,1.416,0.717284,1.416,0.717284,11,3,0,2,1.8838,l,2020-01-22,0,0,1,0,0.6987159999999999,109,10,361,26,89,Manchester United,EPL,2019
h,1.18608,1.54211,1.18608,1.54211,7,4,0,0,1.1002999999999998,d,2020-02-01,0,1,0,1,-0.35603000000000007,210,29,271,29,89,Manchester United,EPL,2019
a,0.681814,0.940204,0.681814,0.940204,2,11,2,0,1.1273,w,2020-02-17,1,0,0,3,-0.25839,365,28,215,24,89,Manchester United,EPL,2019
h,2.5042,0.294956,1.74303,0.294956,8,3,3,0,2.788,w,2020-02-23,1,0,0,3,1.448074,202,22,349,38,89,Manchester United,EPL,2019
a,1.12561,2.41259,1.12561,2.41259,7,5,1,1,0.5177,d,2020-03-01,0,1,0,1,-1.2869799999999998,155,17,201,24,89,Manchester United,EPL,2019
h,1.7389,0.585469,1.7389,0.585469,3,2,2,0,2.4269,w,2020-03-08,1,0,0,3,1.1534309999999999,456,31,145,24,89,Manchester United,EPL,2019
a,1.77307,0.534852,1.01191,0.534852,7,1,1,1,2.4127,d,2020-06-19,0,1,0,1,0.4770580000000001,183,33,305,19,89,Manchester United,EPL,2019
h,2.8416,0.108082,2.8416,0.108082,11,2,3,0,2.9197,w,2020-06-24,1,0,0,3,2.733518,177,14,424,17,89,Manchester United,EPL,2019
a,1.20903,0.31013,1.20903,0.31013,9,1,3,0,2.1822,w,2020-06-30,1,0,0,3,0.8989,213,14,357,19,89,Manchester United,EPL,2019
h,2.63259,1.52161,1.87142,0.760443,15,1,5,2,2.1407,w,2020-07-04,1,0,0,3,1.110977,135,15,344,15,89,Manchester United,EPL,2019
a,2.86531,0.598873,2.10415,0.598873,13,2,3,0,2.765,w,2020-07-09,1,0,0,3,1.5052770000000002,160,20,361,17,89,Manchester United,EPL,2019
h,1.5033,1.8051,1.5033,1.8051,9,9,2,2,1.0866,d,2020-07-13,0,1,0,1,-0.30179999999999985,258,19,265,30,89,Manchester United,EPL,2019
a,1.90448,0.572141,1.90448,0.572141,8,7,2,0,2.3627,w,2020-07-16,1,0,0,3,1.332339,206,26,373,32,89,Manchester United,EPL,2019
h,0.984161,1.29009,0.984161,0.528922,13,2,1,1,1.0423,d,2020-07-22,0,1,0,1,0.45523899999999995,237,20,241,18,89,Manchester United,EPL,2019
a,1.41019,0.754668,0.649054,0.754668,9,2,2,0,1.979,w,2020-07-26,1,0,0,3,-0.10561399999999999,249,31,276,28,89,Manchester United,EPL,2019
h,0.670022,0.855516,0.670022,0.855516,7,5,0,3,1.0922,l,2019-08-10,0,0,1,0,-0.18549400000000005,274,28,230,20,90,Watford,EPL,2019
a,1.17279,0.832913,1.17279,0.832913,3,4,0,1,1.663,l,2019-08-17,0,0,1,0,0.339877,157,40,195,22,90,Watford,EPL,2019
h,2.29348,3.45768,2.29348,2.69651,20,10,1,3,0.6389,l,2019-08-24,0,0,1,0,-0.4030299999999998,195,21,246,19,90,Watford,EPL,2019
a,1.1068,1.04131,1.1068,1.04131,6,2,1,1,1.3860999999999999,d,2019-08-31,0,1,0,1,0.06549000000000005,252,21,294,15,90,Watford,EPL,2019
h,2.83209,1.00616,2.07092,1.00616,12,7,2,2,2.5551,d,2019-09-15,0,1,0,1,1.0647600000000002,254,28,257,12,90,Watford,EPL,2019
a,0.344718,6.63049,0.344718,5.86932,1,13,0,8,4e-4,l,2019-09-21,0,0,1,0,-5.524602,430,12,238,21,90,Watford,EPL,2019
a,1.06615,1.16363,1.06615,1.16363,10,5,0,2,1.1868,l,2019-09-28,0,0,1,0,-0.09748000000000001,239,21,367,16,90,Watford,EPL,2019
h,1.44318,0.353724,1.44318,0.353724,2,5,0,0,2.3876,d,2019-10-05,0,1,0,1,1.089456,310,16,148,22,90,Watford,EPL,2019
a,0.846851,0.891617,0.846851,0.891617,2,10,1,1,1.2518,d,2019-10-19,0,1,0,1,-0.04476599999999997,359,19,171,23,90,Watford,EPL,2019
h,0.674903,0.899526,0.674903,0.899526,5,3,0,0,1.1381999999999999,d,2019-10-26,0,1,0,1,-0.22462300000000002,342,26,178,19,90,Watford,EPL,2019
h,1.4744,2.18313,0.713228,2.18313,6,8,1,2,0.8637,l,2019-11-02,0,0,1,0,-1.4699019999999998,505,25,214,19,90,Watford,EPL,2019
a,1.36017,0.62104,1.36017,0.62104,3,11,2,0,1.9645,w,2019-11-08,1,0,0,3,0.7391300000000001,342,22,144,19,90,Watford,EPL,2019
h,0.902384,2.66281,0.902384,1.90164,5,2,0,3,0.275,l,2019-11-23,0,0,1,0,-0.999256,113,19,186,16,90,Watford,EPL,2019
a,0.504005,1.9671,0.504005,1.9671,5,8,1,2,0.23099999999999998,l,2019-11-30,0,0,1,0,-1.463095,284,20,136,18,90,Watford,EPL,2019
a,0.199733,2.28735,0.199733,1.52619,4,9,0,2,0.0991,l,2019-12-04,0,0,1,0,-1.326457,325,24,151,21,90,Watford,EPL,2019
h,1.57132,0.210746,1.57132,0.210746,7,2,0,0,2.5715000000000003,d,2019-12-07,0,1,0,1,1.3605740000000002,231,22,181,20,90,Watford,EPL,2019
a,1.01166,1.56674,1.01166,1.56674,7,10,0,2,0.9172,l,2019-12-14,0,0,1,0,-0.55508,391,22,131,26,90,Watford,EPL,2019
h,1.59291,1.5309,0.83174,1.5309,8,8,2,0,1.4184,w,2019-12-22,1,0,0,3,-0.6991599999999999,284,32,130,24,90,Watford,EPL,2019
a,0.596611,2.04481,0.596611,1.28364,6,6,1,1,0.32389999999999997,d,2019-12-26,0,1,0,1,-0.6870289999999999,286,14,198,15,90,Watford,EPL,2019
h,3.25314,0.610997,2.49197,0.610997,8,6,3,0,2.8371,w,2019-12-28,1,0,0,3,1.8809729999999998,219,25,208,13,90,Watford,EPL,2019
h,1.07053,1.23252,1.07053,1.23252,7,7,2,1,1.2322,w,2020-01-01,1,0,0,3,-0.16199000000000008,342,17,169,20,90,Watford,EPL,2019
a,2.29827,0.320447,2.29827,0.320447,7,5,3,0,2.7243,w,2020-01-12,1,0,0,3,1.977823,286,25,196,15,90,Watford,EPL,2019
h,2.39174,1.76697,1.63057,1.76697,9,13,0,0,1.8391,d,2020-01-18,0,1,0,1,-0.13639999999999985,275,30,124,17,90,Watford,EPL,2019
a,1.81101,1.06739,1.81101,1.06739,1,6,1,2,2.0249,l,2020-01-21,0,0,1,0,0.74362,306,33,142,23,90,Watford,EPL,2019
h,0.919248,2.70178,0.919248,2.70178,2,5,2,3,0.2358,l,2020-02-01,0,0,1,0,-1.7825319999999998,231,25,174,21,90,Watford,EPL,2019
a,0.280048,0.76201,0.280048,0.76201,3,7,1,1,0.7739,d,2020-02-08,0,1,0,1,-0.48196199999999995,338,22,143,20,90,Watford,EPL,2019
a,0.294956,2.5042,0.294956,1.74303,3,8,0,3,0.13119999999999998,l,2020-02-23,0,0,1,0,-1.448074,349,38,202,22,90,Watford,EPL,2019
h,2.71351,0.206031,2.71351,0.206031,6,12,3,0,2.8941999999999997,w,2020-02-29,1,0,0,3,2.507479,365,11,127,11,90,Watford,EPL,2019
a,0.449161,0.856107,0.449161,0.856107,7,10,0,1,0.8918999999999999,l,2020-03-07,0,0,1,0,-0.406946,181,31,227,22,90,Watford,EPL,2019
h,1.00765,1.05245,1.00765,1.05245,5,3,1,1,1.3024,d,2020-06-20,0,1,0,1,-0.04480000000000017,281,21,76,20,90,Watford,EPL,2019
a,0.495542,0.964774,0.495542,0.964774,3,5,0,1,0.8478000000000001,l,2020-06-25,0,0,1,0,-0.46923200000000004,206,20,121,18,90,Watford,EPL,2019
h,0.365347,1.3364,0.365347,1.3364,6,5,1,3,0.5199,l,2020-06-28,0,0,1,0,-0.971053,207,23,194,21,90,Watford,EPL,2019
a,0.608971,2.78877,0.608971,2.0276,3,9,0,3,0.1724,l,2020-07-04,0,0,1,0,-1.4186290000000001,429,17,179,16,90,Watford,EPL,2019
h,0.725199,1.13378,0.725199,1.13378,6,7,2,1,0.9211,w,2020-07-07,1,0,0,3,-0.40858099999999997,292,26,171,19,90,Watford,EPL,2019
h,3.12855,1.49134,1.60621,1.49134,11,1,2,1,2.4968,w,2020-07-11,1,0,0,3,0.1148699999999998,175,28,145,12,90,Watford,EPL,2019
a,1.03402,0.833995,1.03402,0.833995,8,2,1,3,1.5288000000000002,l,2020-07-17,0,0,1,0,0.2000249999999999,99,19,204,21,90,Watford,EPL,2019
h,0.131868,3.73814,0.131868,2.82226,2,9,0,4,0.0075,l,2020-07-21,0,0,1,0,-2.690392,357,17,121,27,90,Watford,EPL,2019
a,3.9197,1.95282,3.15853,1.19169,11,11,2,3,2.528,l,2020-07-26,0,0,1,0,1.96684,283,25,197,12,90,Watford,EPL,2019
h,0.909241,1.08752,0.909241,1.08752,0,9,3,0,1.1422,w,2019-08-10,1,0,0,3,-0.17827900000000008,167,18,143,26,92,Burnley,EPL,2019
a,1.39172,1.1644,1.39172,1.1644,4,8,1,2,1.5631000000000002,l,2019-08-17,0,0,1,0,0.22731999999999997,296,26,85,16,92,Burnley,EPL,2019
a,1.22762,1.32793,1.22762,0.56676,4,4,1,1,1.2223,d,2019-08-25,0,1,0,1,0.6608599999999999,307,21,142,12,92,Burnley,EPL,2019
