h_a,xG,xGA,npxG,npxGA,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,ppda.att,ppda.def,ppda_allowed.att,ppda_allowed.def,team_id,team_name,league_name,year
h,0.61739,1.20057,0.61739,1.20057,0,11,0,3,0.8487,l,2019-08-31,0,0,1,0,-0.5831799999999999,309,19,149,24,92,Burnley,EPL,2019
a,0.341654,1.68545,0.341654,1.68545,4,13,1,1,0.3291,d,2019-09-14,0,1,0,1,-1.3437959999999998,242,20,111,28,92,Burnley,EPL,2019
h,2.39312,0.801428,2.39312,0.801428,7,9,2,0,2.5163,w,2019-09-21,1,0,0,3,1.591692,292,25,149,10,92,Burnley,EPL,2019
a,1.66919,0.914266,1.66919,0.914266,2,3,2,2,1.9909,d,2019-09-28,0,1,0,1,0.7549239999999999,199,22,121,20,92,Burnley,EPL,2019
h,0.558912,1.30723,0.558912,1.30723,6,4,1,0,0.6769000000000001,w,2019-10-05,1,0,0,3,-0.7483179999999999,273,14,156,20,92,Burnley,EPL,2019
a,1.79569,0.8291,1.79569,0.8291,3,6,1,2,2.1660999999999997,l,2019-10-19,0,0,1,0,0.9665900000000001,304,20,114,15,92,Burnley,EPL,2019
h,2.23494,0.988321,2.23494,0.988321,8,6,2,4,2.3316,l,2019-10-26,0,0,1,0,1.246619,399,25,199,19,92,Burnley,EPL,2019
a,0.71661300000000006,2.58392,0.71661300000000006,2.58392,3,6,0,3,0.25980000000000003,l,2019-11-02,0,0,1,0,-1.8673069999999998,170,20,248,14,92,Burnley,EPL,2019
h,2.4158,0.474281,2.4158,0.474281,5,5,3,0,2.6809000000000003,w,2019-11-09,1,0,0,3,1.941519,218,24,137,24,92,Burnley,EPL,2019
a,2.66281,0.902384,1.90164,0.902384,2,5,3,0,2.6123,w,2019-11-23,1,0,0,3,0.999256,186,16,113,19,92,Burnley,EPL,2019
h,1.8509,0.936732,1.8509,0.936732,5,6,0,2,2.0956,l,2019-11-30,0,0,1,0,0.914168,268,32,175,24,92,Burnley,EPL,2019
h,0.486548,2.56057,0.486548,2.56057,3,13,1,4,0.16410000000000002,l,2019-12-03,0,0,1,0,-2.074022,415,16,112,10,92,Burnley,EPL,2019
a,1.08645,2.39684,1.08645,2.39684,1,3,0,5,0.4508,l,2019-12-07,0,0,1,0,-1.3103900000000002,305,27,297,27,92,Burnley,EPL,2019
h,1.43602,1.08726,1.43602,1.08726,2,2,1,0,1.6641,w,2019-12-14,1,0,0,3,0.3487600000000002,193,27,209,20,92,Burnley,EPL,2019
a,0.144318,0.138532,0.144318,0.138532,0,6,1,0,1.1229,w,2019-12-21,1,0,0,3,0.005786000000000013,235,28,100,18,92,Burnley,EPL,2019
a,0.565252,1.47521,0.565252,1.47521,1,2,0,1,0.5893999999999999,l,2019-12-26,0,0,1,0,-0.9099579999999999,314,24,105,19,92,Burnley,EPL,2019
h,0.386662,2.10542,0.386662,2.10542,3,9,0,2,0.2001,l,2019-12-28,0,0,1,0,-1.718758,270,20,150,18,92,Burnley,EPL,2019
h,2.34418,1.74824,2.34418,1.74824,9,5,1,2,1.8281,l,2020-01-01,0,0,1,0,0.5959400000000001,143,18,265,10,92,Burnley,EPL,2019
a,0.717407,2.87633,0.717407,2.11516,1,10,0,3,0.1711,l,2020-01-11,0,0,1,0,-1.3977529999999998,317,11,163,17,92,Burnley,EPL,2019
h,1.50886,2.33415,1.50886,1.55792,3,14,2,1,0.7242,w,2020-01-19,1,0,0,3,-0.04905999999999988,243,25,226,23,92,Burnley,EPL,2019
a,0.717284,1.416,0.717284,1.416,3,11,2,0,0.8269,w,2020-01-22,1,0,0,3,-0.6987159999999999,361,26,109,10,92,Burnley,EPL,2019
h,2.24562,1.48025,2.24562,1.48025,4,4,0,0,1.9502000000000002,d,2020-02-02,0,1,0,1,0.7653700000000001,268,24,146,22,92,Burnley,EPL,2019
a,0.892699,0.694025,0.892699,0.694025,2,6,2,1,1.5452,w,2020-02-15,1,0,0,3,0.19867400000000002,248,25,134,18,92,Burnley,EPL,2019
h,3.09935,1.75718,2.33818,1.75718,5,5,3,0,2.2546999999999997,w,2020-02-22,1,0,0,3,0.581,230,21,125,11,92,Burnley,EPL,2019
a,0.617612,1.11713,0.617612,1.11713,1,5,0,0,0.9067000000000001,d,2020-02-29,0,1,0,1,-0.4995179999999999,186,21,146,22,92,Burnley,EPL,2019
h,3.33302,1.13669,3.33302,0.375517,6,4,1,1,2.7344,d,2020-03-07,0,1,0,1,2.957503,235,31,213,17,92,Burnley,EPL,2019
a,0.0303408,2.71096,0.0303408,1.94979,0,13,0,5,0.0256,l,2020-06-22,0,0,1,0,-1.9194491999999999,504,11,200,16,92,Burnley,EPL,2019
h,0.964774,0.495542,0.964774,0.495542,5,3,1,0,1.8039,w,2020-06-25,1,0,0,3,0.46923200000000004,121,18,206,20,92,Burnley,EPL,2019
a,0.359906,1.06533,0.359906,1.06533,3,12,1,0,0.6875,w,2020-06-29,1,0,0,3,-0.705424,235,18,188,22,92,Burnley,EPL,2019
h,1.31966,1.63343,1.31966,1.63343,4,7,1,1,1.1213,d,2020-07-05,0,1,0,1,-0.3137699999999999,192,21,207,15,92,Burnley,EPL,2019
a,1.05291,1.99821,1.05291,1.99821,6,8,1,0,0.7094,w,2020-07-08,1,0,0,3,-0.9453,193,8,186,17,92,Burnley,EPL,2019
a,0.452331,2.17649,0.452331,2.17649,2,19,1,1,0.2929,d,2020-07-11,0,1,0,1,-1.7241589999999998,352,15,113,13,92,Burnley,EPL,2019
h,1.53435,1.2857,0.773179,1.2857,6,3,1,1,1.5969,d,2020-07-15,0,1,0,1,-0.5125210000000001,201,26,180,8,92,Burnley,EPL,2019
a,1.8233,0.576602,1.8233,0.576602,17,0,2,0,2.3047,w,2020-07-18,1,0,0,3,1.2466979999999999,211,31,196,8,92,Burnley,EPL,2019
h,1.44244,1.3696,1.44244,1.3696,5,4,1,2,1.4296,l,2020-07-26,0,0,1,0,0.07284000000000002,160,27,180,11,92,Burnley,EPL,2019
a,0.855516,0.670022,0.855516,0.670022,5,7,3,0,1.5457999999999998,w,2019-08-10,1,0,0,3,0.18549400000000005,230,20,274,28,220,Brighton,EPL,2019
h,2.40461,1.00856,2.40461,1.00856,8,4,1,1,2.3339,d,2019-08-17,0,1,0,1,1.39605,192,35,275,31,220,Brighton,EPL,2019
h,0.997711,2.07795,0.997711,2.07795,6,6,0,2,0.5691,l,2019-08-24,0,0,1,0,-1.080239,211,23,215,20,220,Brighton,EPL,2019
a,0.861035,2.30818,0.861035,2.30818,7,16,0,4,0.43790000000000007,l,2019-08-31,0,0,1,0,-1.4471450000000001,346,16,366,32,220,Brighton,EPL,2019
h,1.68545,0.341654,1.68545,0.341654,13,4,1,1,2.4816,d,2019-09-14,0,1,0,1,1.3437959999999998,111,28,242,20,220,Brighton,EPL,2019
a,1.21592,1.09807,1.21592,1.09807,6,4,0,0,1.4292,d,2019-09-21,0,1,0,1,0.11784999999999979,128,21,458,20,220,Brighton,EPL,2019
a,0.616263,4.26443,0.616263,3.50326,0,9,0,2,0.0414,l,2019-09-28,0,0,1,0,-2.886997,332,26,349,24,220,Brighton,EPL,2019
h,2.60017,0.478504,2.60017,0.478504,12,4,3,0,2.8252,w,2019-10-05,1,0,0,3,2.121666,301,37,259,17,220,Brighton,EPL,2019
a,1.32184,2.96692,1.32184,2.96692,10,7,1,2,0.44210000000000005,l,2019-10-19,0,0,1,0,-1.64508,200,21,271,18,220,Brighton,EPL,2019
h,1.15279,1.04723,0.391623,1.04723,4,7,3,2,1.4703,w,2019-10-26,1,0,0,3,-0.655607,237,28,327,28,220,Brighton,EPL,2019
h,2.65496,0.455082,2.65496,0.455082,15,5,2,0,2.7289,w,2019-11-02,1,0,0,3,2.199878,216,31,289,19,220,Brighton,EPL,2019
a,1.1342,3.65299,1.1342,3.65299,2,9,1,3,0.1845,l,2019-11-10,0,0,1,0,-2.51879,186,35,311,26,220,Brighton,EPL,2019
h,0.784706,3.50917,0.784706,2.748,8,9,0,2,0.1059,l,2019-11-23,0,0,1,0,-1.9632940000000003,247,15,243,9,220,Brighton,EPL,2019
a,0.867601,1.36832,0.867601,1.36832,3,11,1,2,0.9274,l,2019-11-30,0,0,1,0,-0.500719,271,18,358,24,220,Brighton,EPL,2019
a,1.53446,0.965377,1.53446,0.965377,4,6,2,1,1.7993999999999999,w,2019-12-05,1,0,0,3,0.5690829999999999,235,28,223,16,220,Brighton,EPL,2019
h,0.951621,1.87208,0.951621,1.87208,6,11,2,2,0.6745,d,2019-12-08,0,1,0,1,-0.9204589999999999,176,30,347,15,220,Brighton,EPL,2019
a,2.48355,0.484859,2.48355,0.484859,11,5,1,1,2.7738,d,2019-12-16,0,1,0,1,1.9986910000000002,168,32,309,16,220,Brighton,EPL,2019
h,0.428371,1.65933,0.428371,1.65933,9,1,0,1,0.3871,l,2019-12-21,0,0,1,0,-1.230959,128,15,364,18,220,Brighton,EPL,2019
a,1.09007,1.02645,1.09007,1.02645,2,7,1,2,1.4180000000000001,l,2019-12-26,0,0,1,0,0.06362000000000001,252,26,243,24,220,Brighton,EPL,2019
h,1.05876,0.500726,1.05876,0.500726,11,5,2,0,1.8676000000000001,w,2019-12-28,1,0,0,3,0.5580339999999999,225,24,274,16,220,Brighton,EPL,2019
h,1.56978,1.57497,1.56978,1.57497,10,7,1,1,1.3708,d,2020-01-01,0,1,0,1,-0.005190000000000028,328,27,273,32,220,Brighton,EPL,2019
a,1.53324,2.02533,1.53324,2.02533,6,10,0,1,1.0255,l,2020-01-11,0,0,1,0,-0.4920899999999999,279,16,252,29,220,Brighton,EPL,2019
h,1.30028,1.02045,1.30028,1.02045,7,4,1,1,1.6034,d,2020-01-18,0,1,0,1,0.27983,210,29,291,27,220,Brighton,EPL,2019
a,1.97227,1.92315,1.97227,1.92315,4,6,1,3,1.4041000000000001,l,2020-01-21,0,0,1,0,0.04912000000000005,135,21,345,31,220,Brighton,EPL,2019
a,2.03179,1.30774,2.03179,1.30774,9,5,3,3,1.8862,d,2020-02-01,0,1,0,1,0.7240500000000001,152,24,364,21,220,Brighton,EPL,2019
h,0.76201,0.280048,0.76201,0.280048,7,3,1,1,1.8077,d,2020-02-08,0,1,0,1,0.48196199999999995,143,20,338,22,220,Brighton,EPL,2019
a,1.06035,1.6597,1.06035,1.6597,2,7,1,1,0.8819000000000001,d,2020-02-22,0,1,0,1,-0.59935,235,15,132,18,220,Brighton,EPL,2019
h,1.78712,2.17159,1.78712,2.17159,8,5,0,1,1.115,l,2020-02-29,0,0,1,0,-0.3844700000000001,142,23,307,18,220,Brighton,EPL,2019
a,0.308874,0.898221,0.308874,0.898221,4,2,0,0,0.7249,d,2020-03-07,0,1,0,1,-0.5893470000000001,267,28,360,18,220,Brighton,EPL,2019
h,0.670973,0.69626999999999994,0.670973,0.69626999999999994,7,4,2,1,1.32,w,2020-06-20,1,0,0,3,-0.025296999999999903,309,18,153,16,220,Brighton,EPL,2019
a,1.10227,0.505486,0.341106,0.505486,1,8,0,0,2.0124,d,2020-06-23,0,1,0,1,-0.16437999999999997,343,23,135,18,220,Brighton,EPL,2019
h,0.31013,1.20903,0.31013,1.20903,1,9,0,3,0.5319,l,2020-06-30,0,0,1,0,-0.8989,357,19,213,14,220,Brighton,EPL,2019
a,0.903046,0.545069,0.903046,0.545069,8,9,1,0,1.726,w,2020-07-04,1,0,0,3,0.357977,352,18,255,16,220,Brighton,EPL,2019
h,2.3646,2.61624,2.3646,2.61624,5,15,1,3,1.272,l,2020-07-08,0,0,1,0,-0.2516400000000001,251,12,225,26,220,Brighton,EPL,2019
h,0.149588,5.51767,0.149588,5.51767,5,14,0,5,3e-4,l,2020-07-11,0,0,1,0,-5.368082,487,18,192,20,220,Brighton,EPL,2019
a,0.67264,2.33745,0.67264,2.33745,8,11,1,1,0.33649999999999997,d,2020-07-16,0,1,0,1,-1.6648100000000001,296,15,115,21,220,Brighton,EPL,2019
h,0.855896,0.929091,0.855896,0.929091,4,3,0,0,1.2694,d,2020-07-20,0,1,0,1,-0.07319500000000001,175,26,324,21,220,Brighton,EPL,2019
a,1.3696,1.44244,1.3696,1.44244,4,5,2,1,1.2925,w,2020-07-26,1,0,0,3,-0.07284000000000002,180,11,160,27,220,Brighton,EPL,2019
a,0.812949,0.543759,0.812949,0.543759,3,7,0,0,1.584,d,2019-08-11,0,1,0,1,0.26919000000000004,392,21,148,23,229,Wolverhampton Wanderers,EPL,2019
h,0.307356,1.14332,0.307356,0.382148,5,9,1,1,0.43789999999999996,d,2019-08-19,0,1,0,1,-0.07479199999999997,399,20,184,22,229,Wolverhampton Wanderers,EPL,2019
h,1.32793,1.22762,0.56676,1.22762,4,4,1,1,1.4707,d,2019-08-25,0,1,0,1,-0.6608599999999999,142,12,307,21,229,Wolverhampton Wanderers,EPL,2019
a,2.00172,1.48842,2.00172,1.48842,5,4,2,3,1.7717000000000003,l,2019-09-01,0,0,1,0,0.5133000000000001,242,12,160,30,229,Wolverhampton Wanderers,EPL,2019
h,1.49359,3.06799,1.49359,3.06799,5,6,2,5,0.4052,l,2019-09-14,0,0,1,0,-1.5744,367,28,213,30,229,Wolverhampton Wanderers,EPL,2019
a,1.75572,0.984777,1.75572,0.984777,5,6,1,1,1.9945000000000002,d,2019-09-22,0,1,0,1,0.7709429999999999,263,21,265,19,229,Wolverhampton Wanderers,EPL,2019
h,1.16363,1.06615,1.16363,1.06615,5,10,2,0,1.4304000000000001,w,2019-09-28,1,0,0,3,0.09748000000000001,367,16,239,21,229,Wolverhampton Wanderers,EPL,2019
a,1.18825,1.61884,1.18825,1.61884,1,13,2,0,1.0413000000000001,w,2019-10-06,1,0,0,3,-0.43059000000000003,315,16,107,26,229,Wolverhampton Wanderers,EPL,2019
h,0.887495,1.37695,0.126326,1.37695,3,5,1,1,0.9399000000000001,d,2019-10-19,0,1,0,1,-1.250624,220,15,289,24,229,Wolverhampton Wanderers,EPL,2019
a,1.93255,0.603104,1.93255,0.603104,6,3,1,1,2.4101999999999997,d,2019-10-27,0,1,0,1,1.329446,240,25,309,8,229,Wolverhampton Wanderers,EPL,2019
a,1.5103,1.02552,1.5103,1.02552,6,9,1,1,1.7378,d,2019-11-02,0,1,0,1,0.48478,294,25,197,14,229,Wolverhampton Wanderers,EPL,2019
h,2.09891,0.473225,2.09891,0.473225,8,0,2,1,2.5328000000000004,w,2019-11-10,1,0,0,3,1.625685,211,32,189,30,229,Wolverhampton Wanderers,EPL,2019
a,1.2765,0.849789,1.2765,0.849789,7,3,2,1,1.7279,w,2019-11-23,1,0,0,3,0.42671099999999995,274,20,323,23,229,Wolverhampton Wanderers,EPL,2019
h,1.27422,1.47296,1.27422,1.47296,4,8,1,1,1.2178,d,2019-12-01,0,1,0,1,-0.19874000000000014,159,21,292,37,229,Wolverhampton Wanderers,EPL,2019
h,1.82237,0.501977,1.82237,0.501977,5,4,2,0,2.4001,w,2019-12-04,1,0,0,3,1.3203930000000001,287,31,256,26,229,Wolverhampton Wanderers,EPL,2019
a,1.87208,0.951621,1.87208,0.951621,11,6,2,2,2.0971,d,2019-12-08,0,1,0,1,0.9204589999999999,347,15,176,30,229,Wolverhampton Wanderers,EPL,2019
h,0.718669,0.989205,0.718669,0.989205,8,10,1,2,1.0598,l,2019-12-15,0,0,1,0,-0.270536,207,31,226,26,229,Wolverhampton Wanderers,EPL,2019
a,1.65224,1.26536,1.65224,1.26536,2,4,2,1,1.6819,w,2019-12-21,1,0,0,3,0.3868799999999999,246,26,248,17,229,Wolverhampton Wanderers,EPL,2019
h,2.39405,1.52044,2.39405,0.614563,4,1,3,2,2.074,w,2019-12-27,1,0,0,3,1.779487,222,17,282,15,229,Wolverhampton Wanderers,EPL,2019
a,0.363764,1.49124,0.363764,1.49124,3,14,0,1,0.4244,l,2019-12-29,0,0,1,0,-1.127476,384,18,188,30,229,Wolverhampton Wanderers,EPL,2019
a,1.23252,1.07053,1.23252,1.07053,7,7,1,2,1.4698,l,2020-01-01,0,0,1,0,0.16199000000000008,169,20,342,17,229,Wolverhampton Wanderers,EPL,2019
h,2.04805,0.184495,2.04805,0.184495,2,2,1,1,2.7887,d,2020-01-11,0,1,0,1,1.8635549999999999,142,30,384,23,229,Wolverhampton Wanderers,EPL,2019
a,2.1772,0.786974,1.41604,0.786974,5,2,3,2,2.4401,w,2020-01-18,1,0,0,3,0.629066,199,13,187,36,229,Wolverhampton Wanderers,EPL,2019
h,1.85442,1.59024,1.85442,1.59024,4,2,1,2,1.6036,l,2020-01-23,0,0,1,0,0.26417999999999986,358,16,321,27,229,Wolverhampton Wanderers,EPL,2019
a,1.54211,1.18608,1.54211,1.18608,4,7,0,0,1.6286,d,2020-02-01,0,1,0,1,0.35603000000000007,271,29,210,29,229,Wolverhampton Wanderers,EPL,2019
h,1.14491,0.527366,1.14491,0.527366,6,3,0,0,1.8959,d,2020-02-14,0,1,0,1,0.6175440000000001,277,18,182,28,229,Wolverhampton Wanderers,EPL,2019
h,3.25033,0.360646,3.25033,0.360646,3,5,3,0,2.9495,w,2020-02-23,1,0,0,3,2.889684,370,35,224,23,229,Wolverhampton Wanderers,EPL,2019
a,2.62251,1.63079,2.62251,1.63079,2,5,3,2,2.1365,w,2020-03-01,1,0,0,3,0.9917200000000002,394,31,175,25,229,Wolverhampton Wanderers,EPL,2019
h,0.898221,0.308874,0.898221,0.308874,2,4,0,0,1.9036000000000002,d,2020-03-07,0,1,0,1,0.5893470000000001,360,18,267,28,229,Wolverhampton Wanderers,EPL,2019
a,1.06433,0.44207,1.06433,0.44207,8,1,2,0,2.0544000000000002,w,2020-06-20,1,0,0,3,0.62226,193,12,293,17,229,Wolverhampton Wanderers,EPL,2019
h,0.715002,0.0619009,0.715002,0.0619009,1,1,1,0,1.9750999999999999,w,2020-06-24,1,0,0,3,0.6531011,193,16,264,18,229,Wolverhampton Wanderers,EPL,2019
a,0.703549,0.403418,0.703549,0.403418,5,3,1,0,1.6044,w,2020-06-27,1,0,0,3,0.300131,235,14,201,23,229,Wolverhampton Wanderers,EPL,2019
h,0.985166,1.28273,0.985166,1.28273,8,1,0,2,1.0742,l,2020-07-04,0,0,1,0,-0.29756399999999994,303,10,323,26,229,Wolverhampton Wanderers,EPL,2019
a,0.326909,0.470483,0.326909,0.470483,2,7,0,1,1.0775000000000001,l,2020-07-08,0,0,1,0,-0.14357399999999998,154,13,340,18,229,Wolverhampton Wanderers,EPL,2019
h,2.86724,0.286561,2.10607,0.286561,4,3,3,0,2.8945,w,2020-07-12,1,0,0,3,1.8195089999999998,287,20,354,19,229,Wolverhampton Wanderers,EPL,2019
a,1.2857,1.53435,1.2857,0.773179,3,6,1,1,1.0986,d,2020-07-15,0,1,0,1,0.5125210000000001,180,8,201,26,229,Wolverhampton Wanderers,EPL,2019
h,1.48696,0.440119,1.48696,0.440119,4,1,2,0,2.3593,w,2020-07-20,1,0,0,3,1.0468410000000001,240,17,257,22,229,Wolverhampton Wanderers,EPL,2019
a,0.164561,1.15938,0.164561,1.15938,2,7,0,2,0.4276,l,2020-07-26,0,0,1,0,-0.9948190000000001,392,27,198,29,229,Wolverhampton Wanderers,EPL,2019
a,1.59864,1.34099,1.59864,1.34099,6,4,1,1,1.5905,d,2019-08-10,0,1,0,1,0.25765000000000016,274,30,204,15,238,Sheffield United,EPL,2019
h,1.84778,0.241912,1.84778,0.241912,2,5,1,0,2.6386,w,2019-08-18,1,0,0,3,1.605868,278,25,174,15,238,Sheffield United,EPL,2019
h,0.654318,0.704879,0.654318,0.704879,4,9,1,2,1.2765,l,2019-08-24,0,0,1,0,-0.05056100000000008,262,23,152,17,238,Sheffield United,EPL,2019
a,1.04649,2.30579,1.04649,2.30579,5,4,2,2,0.527,d,2019-08-31,0,1,0,1,-1.2593,502,24,253,17,238,Sheffield United,EPL,2019
h,1.88034,1.57659,1.88034,1.57659,8,7,0,1,1.5811,l,2019-09-14,0,0,1,0,0.30374999999999996,263,21,218,17,238,Sheffield United,EPL,2019
a,0.508011,1.26041,0.508011,1.26041,2,9,2,0,0.7021999999999999,w,2019-09-21,1,0,0,3,-0.752399,263,20,96,17,238,Sheffield United,EPL,2019
h,1.17022,1.97079,1.17022,1.97079,1,11,0,1,0.7802,l,2019-09-28,0,0,1,0,-0.80057,412,17,124,11,238,Sheffield United,EPL,2019
a,0.353724,1.44318,0.353724,1.44318,5,2,0,0,0.4004,d,2019-10-05,0,1,0,1,-1.089456,148,22,310,16,238,Sheffield United,EPL,2019
h,0.895722,0.949735,0.895722,0.949735,6,8,1,0,1.2742,w,2019-10-21,1,0,0,3,-0.05401299999999998,342,28,107,18,238,Sheffield United,EPL,2019
a,1.16171,2.33891,1.16171,2.33891,7,9,1,1,0.4991,d,2019-10-26,0,1,0,1,-1.1771999999999998,303,21,162,16,238,Sheffield United,EPL,2019
h,2.58392,0.71661300000000006,2.58392,0.71661300000000006,6,3,3,0,2.6151,w,2019-11-02,1,0,0,3,1.8673069999999998,248,14,170,20,238,Sheffield United,EPL,2019
a,0.923443,1.5104,0.923443,1.5104,6,4,1,1,0.8906000000000001,d,2019-11-09,0,1,0,1,-0.586957,334,29,162,17,238,Sheffield United,EPL,2019
h,1.56025,1.33065,1.56025,1.33065,3,6,3,3,1.5623,d,2019-11-24,0,1,0,1,0.2295999999999998,325,31,164,19,238,Sheffield United,EPL,2019
a,1.47296,1.27422,1.47296,1.27422,8,4,1,1,1.5085000000000002,d,2019-12-01,0,1,0,1,0.19874000000000014,292,37,159,21,238,Sheffield United,EPL,2019
h,1.09175,0.533775,1.09175,0.533775,13,3,0,2,1.846,l,2019-12-05,0,0,1,0,0.557975,117,16,360,6,238,Sheffield United,EPL,2019
a,0.712899,0.585805,0.712899,0.585805,2,7,2,1,1.4471999999999998,w,2019-12-08,1,0,0,3,0.12709399999999993,278,25,198,16,238,Sheffield United,EPL,2019
h,1.888,0.97258,1.888,0.211411,13,1,2,0,2.1525,w,2019-12-14,1,0,0,3,1.6765889999999999,192,24,217,20,238,Sheffield United,EPL,2019
a,1.65933,0.428371,1.65933,0.428371,1,9,1,0,2.4205,w,2019-12-21,1,0,0,3,1.230959,364,18,128,15,238,Sheffield United,EPL,2019
h,2.04481,0.596611,1.28364,0.596611,6,6,1,1,2.5145,d,2019-12-26,0,1,0,1,0.6870289999999999,198,15,286,14,238,Sheffield United,EPL,2019
a,1.23346,1.08628,1.23346,1.08628,2,9,0,2,1.4862,l,2019-12-29,0,0,1,0,0.1471800000000001,484,14,142,13,238,Sheffield United,EPL,2019
a,0.634607,3.0465,0.634607,3.0465,7,16,0,2,0.0834,l,2020-01-02,0,0,1,0,-2.411893,621,19,175,12,238,Sheffield United,EPL,2019
h,2.02768,0.90477,2.02768,0.90477,4,3,1,0,2.2167,w,2020-01-10,1,0,0,3,1.12291,278,28,208,19,238,Sheffield United,EPL,2019
a,1.18444,1.22882,1.18444,1.22882,1,6,1,1,1.2883,d,2020-01-18,0,1,0,1,-0.044380000000000086,323,36,170,18,238,Sheffield United,EPL,2019
h,0.774943,2.873,0.774943,2.11183,6,11,0,1,0.1615,l,2020-01-21,0,0,1,0,-1.336887,391,17,106,12,238,Sheffield United,EPL,2019
a,0.860755,0.970063,0.860755,0.970063,4,6,1,0,1.2473,w,2020-02-01,1,0,0,3,-0.10930799999999996,299,29,132,12,238,Sheffield United,EPL,2019
h,2.04467,1.07183,2.04467,1.07183,10,8,2,1,2.1409,w,2020-02-09,1,0,0,3,0.9728399999999999,178,19,203,20,238,Sheffield United,EPL,2019
h,1.6597,1.06035,1.6597,1.06035,7,2,1,1,1.8422,d,2020-02-22,0,1,0,1,0.59935,132,18,235,15,238,Sheffield United,EPL,2019
h,1.17263,2.55449,1.17263,2.55449,10,3,1,0,0.3676,w,2020-03-07,1,0,0,3,-1.3818599999999999,338,34,129,16,238,Sheffield United,EPL,2019
a,0.235909,1.00877,0.235909,1.00877,2,5,0,0,0.5787,d,2020-06-17,0,1,0,1,-0.7728609999999999,214,27,227,14,238,Sheffield United,EPL,2019
a,0.57107,2.15148,0.57107,2.15148,4,4,0,3,0.2848,l,2020-06-21,0,0,1,0,-1.5804099999999999,281,18,277,10,238,Sheffield United,EPL,2019
a,0.108082,2.8416,0.108082,2.8416,2,11,0,3,0.0454,l,2020-06-24,0,0,1,0,-2.733518,424,17,177,14,238,Sheffield United,EPL,2019
h,1.59994,1.01524,1.59994,1.01524,9,8,3,1,1.9298,w,2020-07-02,1,0,0,3,0.5847,359,22,115,22,238,Sheffield United,EPL,2019
a,1.63343,1.31966,1.63343,1.31966,7,4,1,1,1.6016,d,2020-07-05,0,1,0,1,0.3137699999999999,207,15,192,21,238,Sheffield United,EPL,2019
h,0.470483,0.326909,0.470483,0.326909,7,2,1,0,1.4051,w,2020-07-08,1,0,0,3,0.14357399999999998,340,18,154,13,238,Sheffield United,EPL,2019
h,2.00632,1.17509,2.00632,1.17509,5,3,3,0,2.0434,w,2020-07-11,1,0,0,3,0.8312300000000001,505,11,71,15,238,Sheffield United,EPL,2019
a,0.660214,3.05752,0.660214,3.05752,1,6,0,2,0.1466,l,2020-07-16,0,0,1,0,-2.397306,234,23,185,20,238,Sheffield United,EPL,2019
h,0.468461,0.624814,0.468461,0.624814,5,3,0,1,1.0608,l,2020-07-20,0,0,1,0,-0.15635299999999996,285,25,209,16,238,Sheffield United,EPL,2019
a,1.41051,1.64306,1.41051,0.881887,1,10,1,3,1.1838,l,2020-07-26,0,0,1,0,0.528623,405,23,102,15,238,Sheffield United,EPL,2019
